movie_id,title,overview,release_date,runtime,vote_average,vote_count,popularity,original_language,director,top_cast
10253,Dragon Wars: D-War,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter...",2007-02-08,90.0,4.0,104,4.822033,ko,Shim Hyung-Rae,"Jason Behr, Robert Forster, Aimee Garcia"
3587,Bogus,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",1996-09-06,110.0,5.4,44,3.379454,en,Norman Jewison,"Whoopi Goldberg, Gérard Depardieu, Haley Joel Osment"
124459,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",2013-03-14,100.0,5.3,724,26.9385,en,Don Scardino,"Steve Carell, Jim Carrey, Steve Buscemi"
24662,Cats Don't Dance,"Danny, an ambitious singing/dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",1997-03-26,75.0,7.1,24,4.098444,en,Mark Dindal,"Scott Bakula, Jasmine Guy, Natalie Cole"
32274,Cradle Will Rock,"A true story of politics and art in the 1930s USA, centered around a leftist musical drama and attempts to stop its production.",1999-12-10,132.0,7.2,18,4.901553,en,Tim Robbins,"Hank Azaria, Rubén Blades, Joan Cusack"
182,The Good German,An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.,2006-12-08,108.0,5.9,86,5.347936,en,Steven Soderbergh,"George Clooney, Cate Blanchett, Tobey Maguire"
5494,George and the Dragon,A knight returning from the Crusades takes on a dragon and becomes a legend.,2004-03-28,93.0,5.0,13,4.120549,en,Tom Reeve,"James Purefoy, Piper Perabo, Patrick Swayze"
28,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",1979-08-15,153.0,8.0,2055,49.973462,en,Francis Ford Coppola,"Martin Sheen, Marlon Brando, Robert Duvall"
38073,Going the Distance,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",2010-09-01,102.0,6.0,262,13.611544,en,Nanette Burstein,"Drew Barrymore, Justin Long, Charlie Day"
2054,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",1995-12-29,137.0,6.9,113,6.775294,en,Stephen Herek,"Richard Dreyfuss, Glenne Headly, Jay Thomas"
302156,Criminal,"Bill Pope is a CIA agent on a mission in London tracking down a shadowy hacker nicknamed ""The Dutchman."" When he gets mysteriously ambushed and killed, an experimental procedure is used to transfer his memories into dangerous ex-convict Jericho Stewart. When he wakes up with the CIA agent's memories, his mission is to find The Dutchman and eliminate him before the hacker launches ICBM's and starts World War III. But complications soon arise and the mission turns personal.",2016-04-14,113.0,5.7,557,27.891012,en,Ariel Vromen,"Kevin Costner, Gary Oldman, Tommy Lee Jones"
606,Out of Africa,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",1985-12-20,161.0,7.0,279,13.864975,en,Sydney Pollack,"Meryl Streep, Robert Redford, Klaus Maria Brandauer"
87502,Flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",2012-11-02,138.0,6.5,2415,42.213765,en,Robert Zemeckis,"Denzel Washington, Don Cheadle, Bruce Greenwood"
698,Moonraker,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,1979-06-26,126.0,5.9,541,29.887404,en,Lewis Gilbert,"Roger Moore, Lois Chiles, Michael Lonsdale"
120467,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",2014-02-26,99.0,8.0,4519,74.417456,en,Wes Anderson,"Ralph Fiennes, Tony Revolori, F. Murray Abraham"
11313,Hearts in Atlantis,A widowed mother and her son change when a mysterious stranger enters their lives.,2001-09-07,101.0,6.4,131,7.06762,en,Scott Hicks,"Anthony Hopkins, Anton Yelchin, Hope Davis"
6488,Arachnophobia,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.",1990-08-09,103.0,6.2,433,15.895661,en,Frank Marshall,"Jeff Daniels, Harley Jane Kozak, Garette Ratliff Henson"
10559,Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",2000-04-28,118.0,7.0,462,19.258041,en,Gregory Hoblit,"Dennis Quaid, Jim Caviezel, Andre Braugher"
296099,Vacation,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",2015-07-28,99.0,6.2,1195,47.753598,en,John Francis Daley,"Ed Helms, Christina Applegate, Skyler Gisondo"
8012,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",1995-10-20,105.0,6.4,302,15.585138,en,Barry Sonnenfeld,"John Travolta, Gene Hackman, Rene Russo"
1574,Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,2002-12-26,113.0,6.9,677,32.217425,en,Rob Marshall,"Catherine Zeta-Jones, Renée Zellweger, Queen Latifah"
9032,Big Daddy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",1999-06-25,93.0,6.1,875,34.86859,en,Dennis Dugan,"Adam Sandler, Joey Lauren Adams, Kristy Swanson"
2770,American Pie 2,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",2001-08-10,108.0,6.0,1344,36.432598,en,J.B. Rogers,"Jason Biggs, Thomas Ian Nicholas, Chris Klein"
862,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",1995-10-30,81.0,7.7,5269,73.640445,en,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles"
1637,Speed,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",1994-06-09,116.0,6.8,1783,49.526736,en,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock"
72570,The Vow,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",2012-02-05,104.0,7.0,1293,26.780961,en,Michael Sucsy,"Rachel McAdams, Channing Tatum, Sam Neill"
27569,Extraordinary Measures,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children, Megan and Patrick, are diagnosed with Pompe disease - a condition that prevents the body from breaking down sugar. With the support of his wife, Aileen, John ditches his career and teams with unconventional specialist Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of Megan and Patrick. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",2010-01-21,105.0,6.0,89,6.487344,en,Tom Vaughan,"Harrison Ford, Brendan Fraser, Keri Russell"
10637,Remember the Titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",2000-09-29,113.0,7.4,821,25.996219,en,Boaz Yakin,"Denzel Washington, Will Patton, Ryan Hurst"
1669,The Hunt for Red October,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",1990-03-02,134.0,7.2,957,46.212155,en,John McTiernan,"Alec Baldwin, Sean Connery, Scott Glenn"
132363,The Butler,"A look at the life of Cecil Gaines who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.",2013-08-16,132.0,7.2,1101,32.105328,en,Lee Daniels,"Forest Whitaker, David Banner, Michael Rainey Jr."
9472,DodgeBall: A True Underdog Story,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",2004-06-18,92.0,6.2,981,41.156217,en,Rawson Marshall Thurber,"Vince Vaughn, Christine Taylor, Ben Stiller"
2907,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",1991-11-22,99.0,6.7,848,37.179547,en,Barry Sonnenfeld,"Raúl Juliá, Anjelica Huston, Christopher Lloyd"
9273,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",1995-11-10,90.0,6.1,1099,34.391792,en,Steve Oedekerk,"Jim Carrey, Ian McNeice, Simon Callow"
9880,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",2001-08-03,115.0,6.5,1023,40.176265,en,Garry Marshall,"Anne Hathaway, Julie Andrews, Heather Matarazzo"
2925,The First Wives Club,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",1996-09-20,102.0,6.5,166,10.704596,en,Hugh Wilson,"Goldie Hawn, Bette Midler, Diane Keaton"
807,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",1995-09-22,127.0,8.1,5765,79.579532,en,David Fincher,"Brad Pitt, Morgan Freeman, Gwyneth Paltrow"
17654,District 9,"Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).",2009-08-05,112.0,7.3,3382,63.13678,en,Neill Blomkamp,"Sharlto Copley, Jason Cope, Nathalie Boltt"
11836,The SpongeBob SquarePants Movie,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",2004-11-14,87.0,6.7,574,27.870755,en,Stephen Hillenburg,"Tom Kenny, Clancy Brown, Rodger Bumpass"
322,Mystic River,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.",2003-10-07,138.0,7.6,1422,31.242999,en,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon"
70,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",2004-12-15,132.0,7.7,2439,70.456012,en,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman"
9535,Analyze This,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",1999-03-05,103.0,6.4,503,29.415229,en,Harold Ramis,"Robert De Niro, Billy Crystal, Lisa Kudrow"
11036,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",2004-06-25,123.0,7.7,3067,55.109138,en,Nick Cassavetes,"Rachel McAdams, Ryan Gosling, Gena Rowlands"
6557,27 Dresses,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,2008-01-10,111.0,6.1,978,30.695228,en,Anne Fletcher,"Katherine Heigl, James Marsden, Malin Åkerman"
18126,Hannah Montana: The Movie,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends – and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams – will she figure out whether to choose Hannah or Miley?",2009-04-10,102.0,6.0,449,13.788422,en,Peter Chelsom,"Miley Cyrus, Billy Ray Cyrus, Emily Osment"
16340,Rugrats in Paris: The Movie,"The Rugrats are back! There's Tommy the brave one, Chuckie the timid one, Phil and Lil the odd couple, Dil, and spoiled brat Angelica. This time they're wreaking havoc in Paris, France, where Tommy's dad Stu is summoned after yet another one of his inventions took a dump.",2000-09-14,78.0,6.0,100,4.590277,it,Stig Bergqvist,"E.G. Daily, Susan Sarandon, John Lithgow"
10333,The Prince of Tides,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,1991-12-25,132.0,5.9,56,3.845231,en,Barbra Streisand,"Nick Nolte, Barbra Streisand, Blythe Danner"
4476,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",1994-12-16,133.0,7.2,619,26.952727,en,Edward Zwick,"Brad Pitt, Anthony Hopkins, Aidan Quinn"
22947,Up in the Air,"George Clooney plays the dry cynical character of Ryan Bingham, an executive who specializes in ""downsizing"". Ryan lives out of his suitcase, traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham.",2009-09-05,109.0,6.7,1205,33.704181,en,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick"
2755,About Schmidt,"66-year-old Warren Schmidt is a retired insurance salesman and has no particular plans other than to drive around in the motor home his wife insisted they buy. He's not altogether bitter, but not happy either, as everything his wife does annoys him, and he disapproves of the man his daughter is about to marry. When his wife suddenly dies, he sets out to postpone the imminent marriage of his daughter to a man he doesn't like, while coping with discoveries about his late wife and himself in the process.",2002-12-13,125.0,6.7,362,19.925026,en,Alexander Payne,"Jack Nicholson, Kathy Bates, Hope Davis"
82654,Warm Bodies,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",2013-01-31,97.0,6.4,2652,43.742241,en,Jonathan Levine,"Nicholas Hoult, Teresa Palmer, Analeigh Tipton"
59967,Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",2012-09-26,118.0,6.6,4697,46.377628,en,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt"
16300,Down to Earth,"After dying before his time, an aspiring comic gets a second shot at life... by being reincarnated as a wealthy but un-likable businessman.",2001-02-16,87.0,4.9,95,9.166658,en,Chris Weitz,"Chris Rock, Regina King, Chazz Palminteri"
9598,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.",1995-07-18,89.0,6.0,733,34.36645,en,Chris Noonan,"Christine Cavanaugh, Miriam Margolyes, Danny Mann"
82696,Hope Springs,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",2012-08-07,100.0,5.8,284,12.967137,en,David Frankel,"Meryl Streep, Steve Carell, Tommy Lee Jones"
9870,Forgetting Sarah Marshall,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",2008-04-17,111.0,6.4,1172,50.670253,en,Nicholas Stoller,"Jason Segel, Kristen Bell, Mila Kunis"
8292,Four Brothers,Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers.,2005-08-11,109.0,6.7,607,24.694551,en,John Singleton,"Mark Wahlberg, Tyrese Gibson, André Benjamin"
8780,Baby Mama,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",2008-04-23,99.0,5.8,205,11.409124,en,Michael McCullers,"Tina Fey, Amy Poehler, Dax Shepard"
9715,Hope Floats,"Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom.",1998-05-29,114.0,5.8,81,7.922716,en,Forest Whitaker,"Sandra Bullock, Harry Connick Jr., Gena Rowlands"
10521,Bride Wars,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,2009-01-09,89.0,5.9,856,33.385429,en,Gary Winick,"Anne Hathaway, Kate Hudson, Bryan Greenberg"
10762,Without a Paddle,"Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.",2004-08-20,95.0,5.3,214,8.584398,en,Steven Brill,"Seth Green, Matthew Lillard, Dax Shepard"
10096,13 Going on 30,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!",2004-04-13,98.0,6.3,1204,41.569541,en,Gary Winick,"Jennifer Garner, Mark Ruffalo, Judy Greer"
59436,Midnight in Paris,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,2011-05-11,94.0,7.4,1990,43.753585,en,Woody Allen,"Owen Wilson, Rachel McAdams, Kurt Fuller"
227783,The Nut Job,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",2014-01-17,85.0,5.5,319,18.568021,en,Peter Lepeniotis,"Will Arnett, Katherine Heigl, Brendan Fraser"
4133,Blow,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",2001-04-04,124.0,7.4,1317,28.350529,en,Ted Demme,"Johnny Depp, Penélope Cruz, Ethan Suplee"
10207,Message in a Bottle,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",1999-02-22,131.0,5.8,196,10.81051,en,Luis Mandoki,"Kevin Costner, Robin Wright, Paul Newman"
172,Star Trek V: The Final Frontier,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,1989-06-09,107.0,5.6,376,19.578249,en,William Shatner,"William Shatner, Leonard Nimoy, DeForest Kelley"
21972,Like Mike,"Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.",2002-07-03,99.0,5.7,100,5.73667,en,John Schultz,"Shad Moss, Morris Chestnut, Jonathan Lipnicki"
36593,The Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he is to find out what top terrorist, Rocco, has planned for when he escapes. Frank's wife, Jane, is desperate for a baby.. this adds to Frank's problems. A host of celebrities at the Academy awards ceremony are humiliated by Frank as he blunders his way trying to foil Rocco.",1994-03-18,83.0,6.3,521,28.624038,en,Peter Segal,"Leslie Nielsen, Priscilla Presley, George Kennedy"
707,A View to a Kill,A newly developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin.,1985-05-24,131.0,6.0,506,27.230493,en,John Glen,"Roger Moore, Christopher Walken, Tanya Roberts"
533,The Curse of the Were-Rabbit,"Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.",2005-09-04,85.0,6.8,643,30.380747,en,Nick Park,"Peter Sallis, Helena Bonham Carter, Ralph Fiennes"
6023,P.S. I Love You,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,2007-11-15,126.0,6.9,977,29.489274,en,Richard LaGravenese,"Hilary Swank, Gerard Butler, Lisa Kudrow"
6439,Racing Stripes,"Shattered illusions are hard to repair -- especially for a good-hearted zebra named Stripes who's spent his life on a Kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. Once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. And with help from the young girl who raised him, he just might end up in the winner's circle.",2005-01-06,102.0,5.1,123,8.058109,en,Frederik Du Chau,"Frankie Muniz, Mandy Moore, Hayden Panettiere"
4347,Atonement,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",2007-08-29,123.0,7.4,1049,33.369305,en,Joe Wright,"Keira Knightley, James McAvoy, Romola Garai"
37056,Letters to Juliet,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by a the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",2010-05-14,105.0,6.6,796,16.52083,en,Gary Winick,"Amanda Seyfried, Christopher Egan, Gael García Bernal"
4105,Black Rain,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. In Japan, however, he manages to escape. As they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game the Japanese way.",1989-09-22,125.0,6.2,243,11.19602,en,Ridley Scott,"Michael Douglas, Andy García, Kate Capshaw"
76489,The Three Stooges,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",2012-04-13,92.0,4.9,140,14.585968,en,Bobby Farrelly,"Sean Hayes, Will Sasso, Chris Diamantopoulos"
3933,Corpse Bride,"Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",2005-09-09,77.0,7.2,1894,43.571612,en,Tim Burton,"Johnny Depp, Helena Bonham Carter, Emily Watson"
9918,Glory Road,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",2006-01-13,118.0,7.2,144,8.305085,en,James Gartner,"Josh Lucas, Derek Luke, Jon Voight"
273481,Sicario,"A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.",2015-09-17,121.0,7.2,2416,55.424027,en,Denis Villeneuve,"Emily Blunt, Benicio del Toro, Josh Brolin"
307081,Southpaw,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",2015-06-15,123.0,7.3,2067,65.364452,en,Antoine Fuqua,"Jake Gyllenhaal, Rachel McAdams, Forest Whitaker"
16871,Drag Me to Hell,"After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.",2009-03-15,99.0,6.2,966,45.083509,en,Sam Raimi,"Alison Lohman, Justin Long, Lorna Raver"
